"","date","latitude","site","size","air_temp","air_temp_sd","water_temp","water_temp_sd","name"
"68",2016-07-28,33.3,"NIB",8.52,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"69",2016-07-28,33.3,"NIB",11.98,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"70",2016-07-28,33.3,"NIB",13.71,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"71",2016-07-28,33.3,"NIB",8.84,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"72",2016-07-28,33.3,"NIB",10.77,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"73",2016-07-28,33.3,"NIB",12.71,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"74",2016-07-28,33.3,"NIB",15.31,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"75",2016-07-28,33.3,"NIB",10.55,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"76",2016-07-28,33.3,"NIB",12.87,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"77",2016-07-28,33.3,"NIB",17.04,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"78",2016-07-28,33.3,"NIB",14.47,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"79",2016-07-28,33.3,"NIB",13.63,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"80",2016-07-28,33.3,"NIB",10.34,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"81",2016-07-28,33.3,"NIB",15.82,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"82",2016-07-28,33.3,"NIB",11.45,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"83",2016-07-28,33.3,"NIB",15.88,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"84",2016-07-28,33.3,"NIB",12.7,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"85",2016-07-28,33.3,"NIB",11.95,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"86",2016-07-28,33.3,"NIB",15.67,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"87",2016-07-28,33.3,"NIB",11.4,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"88",2016-07-28,33.3,"NIB",9.72,18.967,7.99,21.144,7.164,"North Inlet Winyah Bay NERR"
"89",2016-07-29,34,"ZI",14.71,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"90",2016-07-29,34,"ZI",12.5,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"91",2016-07-29,34,"ZI",14.73,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"92",2016-07-29,34,"ZI",13.05,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"93",2016-07-29,34,"ZI",12.74,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"94",2016-07-29,34,"ZI",12.18,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"95",2016-07-29,34,"ZI",13.64,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"96",2016-07-29,34,"ZI",13.96,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"97",2016-07-29,34,"ZI",15.74,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"98",2016-07-29,34,"ZI",13.73,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"99",2016-07-29,34,"ZI",14.31,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"100",2016-07-29,34,"ZI",13.39,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"101",2016-07-29,34,"ZI",11.91,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"102",2016-07-29,34,"ZI",9.81,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"103",2016-07-29,34,"ZI",10.38,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"104",2016-07-29,34,"ZI",11.27,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"105",2016-07-29,34,"ZI",11.62,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"106",2016-07-29,34,"ZI",12.8,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"107",2016-07-29,34,"ZI",11.41,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"108",2016-07-29,34,"ZI",13.88,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"109",2016-07-29,34,"ZI",11.1,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"110",2016-07-29,34,"ZI",11.65,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"111",2016-07-29,34,"ZI",9.95,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"112",2016-07-29,34,"ZI",9.87,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"113",2016-07-29,34,"ZI",8.29,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"114",2016-07-29,34,"ZI",8.45,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"115",2016-07-29,34,"ZI",15.1,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"116",2016-07-29,34,"ZI",11.69,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"117",2016-07-29,34,"ZI",9.86,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"118",2016-07-29,34,"ZI",8.05,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"119",2016-07-29,34,"ZI",10.58,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"120",2016-07-29,34,"ZI",13.51,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"121",2016-07-29,34,"ZI",10.34,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"122",2016-07-29,34,"ZI",11.96,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"123",2016-07-29,34,"ZI",14.07,18.631,8.397,20.234,7.651,"Zeke's Island NERR"
"124",2016-08-01,34.7,"RC",14.19,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"125",2016-08-01,34.7,"RC",11.17,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"126",2016-08-01,34.7,"RC",13.88,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"127",2016-08-01,34.7,"RC",17.64,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"128",2016-08-01,34.7,"RC",17.41,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"129",2016-08-01,34.7,"RC",12.59,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"130",2016-08-01,34.7,"RC",13.62,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"131",2016-08-01,34.7,"RC",16.37,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"132",2016-08-01,34.7,"RC",13.04,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"133",2016-08-01,34.7,"RC",10.19,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"134",2016-08-01,34.7,"RC",14.98,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"135",2016-08-01,34.7,"RC",13.35,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"136",2016-08-01,34.7,"RC",11.83,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"137",2016-08-01,34.7,"RC",11.81,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"138",2016-08-01,34.7,"RC",13.59,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"139",2016-08-01,34.7,"RC",11.05,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"140",2016-08-01,34.7,"RC",12.5,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"141",2016-08-01,34.7,"RC",12.09,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"142",2016-08-01,34.7,"RC",11.44,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"143",2016-08-01,34.7,"RC",10.41,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"144",2016-08-01,34.7,"RC",10.19,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"145",2016-08-01,34.7,"RC",9.41,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"146",2016-08-01,34.7,"RC",9.4,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"147",2016-08-01,34.7,"RC",10.09,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"148",2016-08-01,34.7,"RC",10.05,18.631,8.397,20.54,6.998,"Rachel Carson NERR"
"149",2016-08-09,37.2,"VCR",21.29,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"150",2016-08-09,37.2,"VCR",19.36,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"151",2016-08-09,37.2,"VCR",18.3,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"152",2016-08-09,37.2,"VCR",17.33,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"153",2016-08-09,37.2,"VCR",20.78,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"154",2016-08-09,37.2,"VCR",21.35,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"155",2016-08-09,37.2,"VCR",19.15,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"156",2016-08-09,37.2,"VCR",11.66,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"157",2016-08-09,37.2,"VCR",18.71,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"158",2016-08-09,37.2,"VCR",19.76,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"159",2016-08-09,37.2,"VCR",18.79,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"160",2016-08-09,37.2,"VCR",14.2,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"161",2016-08-09,37.2,"VCR",19.01,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"162",2016-08-09,37.2,"VCR",12.94,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"163",2016-08-09,37.2,"VCR",13.3,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"164",2016-08-09,37.2,"VCR",19.9,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"165",2016-08-09,37.2,"VCR",16.7,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"166",2016-08-09,37.2,"VCR",15.04,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"167",2016-08-09,37.2,"VCR",14.93,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"168",2016-08-09,37.2,"VCR",14.04,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"169",2016-08-09,37.2,"VCR",16.11,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"170",2016-08-09,37.2,"VCR",16.22,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"171",2016-08-09,37.2,"VCR",12.66,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"172",2016-08-09,37.2,"VCR",13.99,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"173",2016-08-09,37.2,"VCR",13.15,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"174",2016-08-09,37.2,"VCR",14.65,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"175",2016-08-09,37.2,"VCR",13.84,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"176",2016-08-09,37.2,"VCR",15.93,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"177",2016-08-09,37.2,"VCR",15.06,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"178",2016-08-09,37.2,"VCR",11.92,14.95,8.41,17.56,8.43,"Virginia Coastal Reserve LTER"
"179",2016-08-07,39.1,"DB",18.06,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"180",2016-08-07,39.1,"DB",18.3,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"181",2016-08-07,39.1,"DB",14.21,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"182",2016-08-07,39.1,"DB",17.35,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"183",2016-08-07,39.1,"DB",16.6,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"184",2016-08-07,39.1,"DB",13.46,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"185",2016-08-07,39.1,"DB",15.08,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"186",2016-08-07,39.1,"DB",15.81,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"187",2016-08-07,39.1,"DB",20.32,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"188",2016-08-07,39.1,"DB",17.33,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"189",2016-08-07,39.1,"DB",16.64,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"190",2016-08-07,39.1,"DB",14.92,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"191",2016-08-07,39.1,"DB",18.45,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"192",2016-08-07,39.1,"DB",20.38,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"193",2016-08-07,39.1,"DB",17.19,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"194",2016-08-07,39.1,"DB",13.06,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"195",2016-08-07,39.1,"DB",13.9,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"196",2016-08-07,39.1,"DB",16.01,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"197",2016-08-07,39.1,"DB",14.27,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"198",2016-08-07,39.1,"DB",13.5,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"199",2016-08-07,39.1,"DB",15,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"200",2016-08-07,39.1,"DB",14.3,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"201",2016-08-07,39.1,"DB",15.12,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"202",2016-08-07,39.1,"DB",14.25,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"203",2016-08-07,39.1,"DB",15.36,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"204",2016-08-07,39.1,"DB",14.26,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"205",2016-08-07,39.1,"DB",13.28,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"206",2016-08-07,39.1,"DB",11.46,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"207",2016-08-07,39.1,"DB",14.36,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"208",2016-08-07,39.1,"DB",15.89,13.932,9.965,15.657,9.121,"Delaware Bay NERR"
"209",2016-08-08,39.6,"JC",20.92,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"210",2016-08-08,39.6,"JC",18.36,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"211",2016-08-08,39.6,"JC",12.12,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"212",2016-08-08,39.6,"JC",12.84,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"213",2016-08-08,39.6,"JC",12.83,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"214",2016-08-08,39.6,"JC",17.56,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"215",2016-08-08,39.6,"JC",18.39,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"216",2016-08-08,39.6,"JC",15.33,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"217",2016-08-08,39.6,"JC",17.93,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"218",2016-08-08,39.6,"JC",18.35,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"219",2016-08-08,39.6,"JC",15.78,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"220",2016-08-08,39.6,"JC",16.03,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"221",2016-08-08,39.6,"JC",12.22,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"222",2016-08-08,39.6,"JC",9.58,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"223",2016-08-08,39.6,"JC",14.39,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"224",2016-08-08,39.6,"JC",12.74,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"225",2016-08-08,39.6,"JC",13.48,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"226",2016-08-08,39.6,"JC",15.52,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"227",2016-08-08,39.6,"JC",17.84,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"228",2016-08-08,39.6,"JC",17.91,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"229",2016-08-08,39.6,"JC",13.37,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"230",2016-08-08,39.6,"JC",16.96,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"231",2016-08-08,39.6,"JC",12.2,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"232",2016-08-08,39.6,"JC",12.14,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"233",2016-08-08,39.6,"JC",17.01,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"234",2016-08-08,39.6,"JC",14.62,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"235",2016-08-08,39.6,"JC",12.37,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"236",2016-08-08,39.6,"JC",19.2,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"237",2016-08-08,39.6,"JC",15.63,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"238",2016-08-08,39.6,"JC",14.62,13.143,9.814,15.051,9.016,"Jacques Cousteau NERR"
"239",2016-08-09,41.3,"CT",15.52,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"240",2016-08-09,41.3,"CT",15.26,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"241",2016-08-09,41.3,"CT",15.62,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"242",2016-08-09,41.3,"CT",16.75,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"243",2016-08-09,41.3,"CT",15.96,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"244",2016-08-09,41.3,"CT",12.26,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"245",2016-08-09,41.3,"CT",11.01,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"246",2016-08-09,41.3,"CT",13.47,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"247",2016-08-09,41.3,"CT",16.05,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"248",2016-08-09,41.3,"CT",16.35,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"249",2016-08-09,41.3,"CT",16.04,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"250",2016-08-09,41.3,"CT",15.43,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"251",2016-08-09,41.3,"CT",16.29,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"252",2016-08-09,41.3,"CT",13.95,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"253",2016-08-09,41.3,"CT",17.75,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"254",2016-08-09,41.3,"CT",12.08,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"255",2016-08-09,41.3,"CT",12.03,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"256",2016-08-09,41.3,"CT",11.56,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"257",2016-08-09,41.3,"CT",15.73,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"258",2016-08-09,41.3,"CT",17.4,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"259",2016-08-09,41.3,"CT",11.3,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"260",2016-08-09,41.3,"CT",12.03,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
